id,kind,label,owner_domain,criticality,fidelity,twin_ref,repo,sha,identity_model,build,health,fidelity_evidence,confidence,lanes,source_refs
route:virtual-account/POST /v1/internal/virtual_accounts/{id}/trigger_credited_webhook,route,"TriggerVACreditedWebhook -- DECLARED in the service descriptor but NO *Server implementation exists (falls through to generated Unimplemented); consistent with there being no virtual_account.credited Stork payload builder, only .created/.closed",virtual-account,P2,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
route:workflows/ActionAPI.Create,route,ActionAPI.Create (/twirp/rzp.workflows.action.v1.ActionAPI/Create),workflows,P1,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/action/server.go:26;workflows/cmd/api/main.go:84-116
route:workflows/ActionAPI.CreateDirectOnWorkflow,route,ActionAPI.CreateDirectOnWorkflow (/twirp/rzp.workflows.action.v1.ActionAPI/CreateDirectOnWorkflow),workflows,P0,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/action/server.go:198;workflows/cmd/api/main.go:84-116
route:workflows/ActionAPI.CreateWithEntityId,route,ActionAPI.CreateWithEntityId (/twirp/rzp.workflows.action.v1.ActionAPI/CreateWithEntityId),workflows,P0,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/action/server.go:70;workflows/cmd/api/main.go:84-116
route:workflows/ActionAPI.List,route,ActionAPI.List (/twirp/rzp.workflows.action.v1.ActionAPI/List),workflows,P2,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/action/server.go:140;workflows/cmd/api/main.go:84-116
route:workflows/CommentAPI.Create,route,CommentAPI.Create (/twirp/rzp.workflows.comment.v1.CommentAPI/Create),workflows,P2,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/comment/server.go:22;workflows/cmd/api/main.go:84-116
route:workflows/ConfigAPI.Create,route,ConfigAPI.Create (/twirp/rzp.workflows.config.v1.ConfigAPI/Create),workflows,P1,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/config/server.go:187;workflows/cmd/api/main.go:84-116
route:workflows/ConfigAPI.CreateV2,route,ConfigAPI.CreateV2 (/twirp/rzp.workflows.config.v1.ConfigAPI/CreateV2),workflows,P0,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/config/server.go:32;workflows/cmd/api/main.go:84-116
route:workflows/ConfigAPI.DeleteV2,route,ConfigAPI.DeleteV2 (/twirp/rzp.workflows.config.v1.ConfigAPI/DeleteV2),workflows,P2,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/config/server.go:151;workflows/cmd/api/main.go:84-116
route:workflows/ConfigAPI.Get,route,ConfigAPI.Get (/twirp/rzp.workflows.config.v1.ConfigAPI/Get),workflows,P2,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/config/server.go:223;workflows/cmd/api/main.go:84-116
route:workflows/ConfigAPI.List,route,ConfigAPI.List (/twirp/rzp.workflows.config.v1.ConfigAPI/List),workflows,P2,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/config/server.go:251;workflows/cmd/api/main.go:84-116
route:workflows/ConfigAPI.UpdateV2,route,ConfigAPI.UpdateV2 (/twirp/rzp.workflows.config.v1.ConfigAPI/UpdateV2),workflows,P1,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/config/server.go:90;workflows/cmd/api/main.go:84-116
route:workflows/HealthCheckAPI.Check,route,HealthCheckAPI.Check (/twirp/rzp.common.health.v1.HealthCheckAPI/Check),workflows,P2,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/pkg/health/server.go:25;workflows/cmd/api/main.go:84-116
route:workflows/WorkflowAPI.AddAssignee,route,WorkflowAPI.AddAssignee (/twirp/rzp.workflows.workflow.v1.WorkflowAPI/AddAssignee),workflows,P2,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/workflow/server.go:297;workflows/cmd/api/main.go:84-116
route:workflows/WorkflowAPI.AdminAction,route,WorkflowAPI.AdminAction (/twirp/rzp.workflows.workflow.v1.WorkflowAPI/AdminAction),workflows,P1,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/workflow/server.go:355;workflows/cmd/api/main.go:84-116
route:workflows/WorkflowAPI.Create,route,WorkflowAPI.Create (/twirp/rzp.workflows.workflow.v1.WorkflowAPI/Create),workflows,P0,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/workflow/server.go:30;workflows/cmd/api/main.go:84-116
route:workflows/WorkflowAPI.Get,route,WorkflowAPI.Get (/twirp/rzp.workflows.workflow.v1.WorkflowAPI/Get),workflows,P1,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/workflow/server.go:101;workflows/cmd/api/main.go:84-116
route:workflows/WorkflowAPI.List,route,WorkflowAPI.List (/twirp/rzp.workflows.workflow.v1.WorkflowAPI/List),workflows,P1,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/workflow/server.go:238;workflows/cmd/api/main.go:84-116
route:workflows/WorkflowAPI.ListByIds,route,WorkflowAPI.ListByIds (/twirp/rzp.workflows.workflow.v1.WorkflowAPI/ListByIds),workflows,P1,graph_only,,,,"HTTP Basic, exact string equality against ONE shared 12-credential allow-list used by all four Twirp services (internal/boot/hooks/auth.go:47-72; usernames api, payouts, relay, growth, payout_links, splitz, vendor_payments, xperience, abacus, vendor_experience, offers_engine, payments_bank_transfer -- config/prod.toml:185-221). Password comparison is a plain '==' (auth.go:63), not constant-time.",,,Only WorkflowAPI/Create is served by the twin's wfengine substitute (ENV2_COMPOSE/substitutes/workflow-engine/wfengine/server.go:161-197); no other RPC exists,confirmed,identity-ingress,workflows/internal/entities/workflow/server.go:129;workflows/cmd/api/main.go:84-116
