from,to,type,via,identity,fidelity,confidence,source_refs
state:fts_transfer/retry,state:fts_transfer/initiated,transitions,event_initiated,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/user_pending,state:fts_transfer/failed,transitions,event_failed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/user_pending,state:fts_transfer/initiated,transitions,event_initiated,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fund-account/active,state:fund-account/inactive,transitions,PATCH /v1/fund_accounts/{id} active=false,,real_source_running,confirmed,
state:ledger-account/activated,state:ledger-account/archived,transitions,AccountAPI/Archive,,real_source_running,confirmed,
state:ledger-account/activated,state:ledger-account/deactivated,transitions,AccountAPI/Deactivate,,real_source_running,confirmed,
state:ledger-account/in_review,state:ledger-account/activated,transitions,AccountAPI/Activate,,real_source_running,confirmed,
state:payout/batch_submitted,state:payout/created,transitions,event created,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:128
state:payout/batch_submitted,state:payout/failed,transitions,event failed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:189
state:payout/batch_submitted,state:payout/ledger_response_awaited,transitions,event ledger_response_awaited,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:153
state:payout/batch_submitted,state:payout/on_hold,transitions,event on_hold,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:407
state:payout/batch_submitted,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/create_request_submitted,state:payout/batch_submitted,transitions,event batch_summit,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:330
state:payout/create_request_submitted,state:payout/created,transitions,event created,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:128
state:payout/create_request_submitted,state:payout/failed,transitions,event failed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:189
state:payout/create_request_submitted,state:payout/ledger_response_awaited,transitions,event ledger_response_awaited,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:153
state:payout/create_request_submitted,state:payout/on_hold,transitions,event on_hold,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:407
state:payout/create_request_submitted,state:payout/pending,transitions,event pending,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:280
state:payout/create_request_submitted,state:payout/queued,transitions,event queued,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:355
state:payout/create_request_submitted,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/create_request_submitted,state:payout/scheduled,transitions,event schedule,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:305
state:payout/created,state:payout/failed,transitions,event failed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:189
state:payout/created,state:payout/initiated,transitions,event initiated,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:164
state:payout/created,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/failed,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/initiated,state:payout/failed,transitions,event failed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:189
state:payout/initiated,state:payout/initiated,transitions,event initiated,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:164
state:payout/initiated,state:payout/processed,transitions,event processed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:226
state:payout/initiated,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/ledger_response_awaited,state:payout/created,transitions,event created,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:128
state:payout/ledger_response_awaited,state:payout/failed,transitions,event failed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:189
state:payout/ledger_response_awaited,state:payout/queued,transitions,event queued,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:355
state:payout/ledger_response_awaited,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/on_hold,state:payout/cancelled,transitions,event cancelled,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:380
state:payout/on_hold,state:payout/created,transitions,event created,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:128
state:payout/on_hold,state:payout/failed,transitions,event failed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:189
state:payout/on_hold,state:payout/ledger_response_awaited,transitions,event ledger_response_awaited,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:153
state:payout/on_hold,state:payout/queued,transitions,event queued,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:355
state:payout/on_hold,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/pending,state:payout/batch_submitted,transitions,event batch_summit,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:330
state:payout/pending,state:payout/created,transitions,event created,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:128
state:payout/pending,state:payout/failed,transitions,event failed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:189
state:payout/pending,state:payout/ledger_response_awaited,transitions,event ledger_response_awaited,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:153
state:payout/pending,state:payout/on_hold,transitions,event on_hold,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:407
state:payout/pending,state:payout/queued,transitions,event queued,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:355
state:payout/pending,state:payout/rejected,transitions,event rejected,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:432
state:payout/pending,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/pending,state:payout/scheduled,transitions,event schedule,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:305
state:payout/processed,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/queued,state:payout/cancelled,transitions,event cancelled,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:380
state:payout/queued,state:payout/created,transitions,event created,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:128
state:payout/queued,state:payout/failed,transitions,event failed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:189
state:payout/queued,state:payout/ledger_response_awaited,transitions,event ledger_response_awaited,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:153
state:payout/queued,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:payout/scheduled,state:payout/batch_submitted,transitions,event batch_summit,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:330
state:payout/scheduled,state:payout/cancelled,transitions,event cancelled,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:380
state:payout/scheduled,state:payout/created,transitions,event created,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:128
state:payout/scheduled,state:payout/failed,transitions,event failed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:189
state:payout/scheduled,state:payout/ledger_response_awaited,transitions,event ledger_response_awaited,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:153
state:payout/scheduled,state:payout/on_hold,transitions,event on_hold,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:407
state:payout/scheduled,state:payout/queued,transitions,event queued,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:355
state:payout/scheduled,state:payout/reversed,transitions,event reversed,,real_source_running,confirmed,payouts/internal/app/payouts/state_machine.go:251
state:reservation/live,state:reservation/awaiting_balance_refresh,transitions,OnEvent(processed) MarkAwaitingBalanceRefresh,,real_source_running,confirmed,payouts/internal/app/payouts/reservation_hook.go:83-86
state:statement-link/external,state:statement-link/payout,transitions,converted_from_external (da_ext_payout_processed re-class),,real_source_mapped_not_running,confirmed,
state:statement-link/unlinked,state:statement-link/external,transitions,no match / Unreconciled,,high_fidelity_replacement,confirmed,
state:statement-link/unlinked,state:statement-link/payout,transitions,XAS enrich (debit) / PS batch Reconciled,,high_fidelity_replacement,confirmed,
state:statement-link/unlinked,state:statement-link/payout_reversal,transitions,XAS enrich (credit) / PS batch Reversed,,high_fidelity_replacement,confirmed,
state:sub-balance-limit/created,state:sub-balance-limit/failed,transitions,,,real_source_mapped_not_running,confirmed,
state:sub-balance-limit/created,state:sub-balance-limit/processed,transitions,,,real_source_mapped_not_running,confirmed,
state:x-balances-balance/active,state:x-balances-balance/under_maintenance,transitions,admin action,,real_source_running,probable,
sub:asv-stub,ext:account-service,implements,ENV2_COMPOSE substitute,,behavioural_placeholder,confirmed,ENV2_COMPOSE/substitutes/asv-stub/CONTRACT.md;ENV2_COMPOSE/docker-compose.yml:1771-1788
sub:asv-stub,svc:asv,implements,ENV2_COMPOSE/substitutes/asv-stub/CONTRACT.md,,behavioural_placeholder,confirmed,
sub:bankingaccounts-stub,svc:banking-accounts,implements,ENV2_COMPOSE substitute,,behavioural_placeholder,confirmed,ENV2_COMPOSE/substitutes/bankingaccounts-stub/CONTRACT.md;ENV2_COMPOSE/docker-compose.yml:1789-1808
sub:bankingaccounts-stub,svc:banking-accounts,implements,,,behavioural_placeholder,confirmed,
sub:bankingaccounts-stub,svc:banking-accounts,implements,ENV2_COMPOSE/substitutes/bankingaccounts-stub/CONTRACT.md,,behavioural_placeholder,confirmed,
sub:cron-driver,ext:fastcron,implements,ENV2_COMPOSE substitute,,behavioural_placeholder,confirmed,ENV2_COMPOSE/scripts/cron-driver/driver.py:36-56;ENV2_COMPOSE/docker-compose.yml:1996-2024
sub:cron-driver,ext:fastcron,implements,ENV2_COMPOSE/substitutes/cron-driver/CONTRACT.md,,behavioural_placeholder,confirmed,
sub:cron-driver,svc:payouts-api,calls,9 POST /v1/cron/* routes on fixed intervals,identity:service-basic-auth:fastcron,,confirmed,
sub:dcs-stub,svc:dcs,implements,ENV2_COMPOSE substitute,,high_fidelity_replacement,confirmed,ENV2_COMPOSE/substitutes/dcs-stub/CONTRACT.md;ENV2_COMPOSE/substitutes/dcs-stub/server.py;ENV2_COMPOSE/seeds/dcs/merchants.json;ENV2_COMPOSE/docker-compose.yml:1686-1706
sub:dcs-stub,svc:dcs,implements,ENV2_COMPOSE/substitutes/dcs-stub/CONTRACT.md,,high_fidelity_replacement,confirmed,
sub:kong-lite,svc:cfa-server,calls,/twirp/cfa,,,confirmed,
sub:kong-lite,svc:edge-kong,implements,ENV2_COMPOSE substitute,,high_fidelity_replacement,confirmed,ENV2_COMPOSE/substitutes/kong-lite/CONTRACT.md;ENV2_COMPOSE/docker-compose.yml:1598-1633
sub:kong-lite,svc:edge-kong,implements,ENV2_COMPOSE/substitutes/kong-lite/CONTRACT.md,,high_fidelity_replacement,confirmed,
sub:kong-lite,svc:fts-web,calls,/v1/fts,,,confirmed,
sub:kong-lite,svc:ledger-api,calls,/twirp/ledger,,,confirmed,
sub:kong-lite,svc:payouts-api,calls,"kong-lite route table (/v1/payouts,/v1/contacts,/v1/fund_accounts,/twirp/rzp.payouts)",identity:merchant-api-key -> minted passport,,confirmed,
sub:kong-lite,svc:xbalances-server,calls,/v1/balances,,,confirmed,
sub:ledger-da-onboarding,route:ledger/POST /twirp/rzp.ledger.account.v1.AccountAPI/CreateInBulk,calls,,,high_fidelity_replacement,confirmed,
sub:ledger-da-onboarding,route:ledger/POST /twirp/rzp.ledger.account.v1.AccountAPI/CreateOnEvent,calls,direct_merchant_onboarding,,high_fidelity_replacement,confirmed,
sub:ledger-gate,svc:ledger-api,calls,,,high_fidelity_replacement,confirmed,
sub:ledger-gate,svc:ledger-api,calls,verbatim proxy,,,confirmed,
sub:merchant-webhook-sink,ext:merchant-webhook-endpoint,implements,ENV2_COMPOSE substitute,,high_fidelity_replacement,confirmed,ENV2_COMPOSE/substitutes/merchant-webhook-sink/CONTRACT.md;ENV2_COMPOSE/docker-compose.yml:1840-1870
sub:merchant-webhook-sink,ext:merchant-webhook-endpoint,implements,ENV2_COMPOSE/substitutes/merchant-webhook-sink/CONTRACT.md,,high_fidelity_replacement,confirmed,
sub:monolith-stub,svc:api-monolith,implements,ENV2_COMPOSE substitute,,high_fidelity_replacement,confirmed,ENV2_COMPOSE/substitutes/monolith-stub/CONTRACT.md;ENV2_COMPOSE/substitutes/monolith-stub/server.py:240-261;ENV2_COMPOSE/seeds/pricing.json;ENV2_COMPOSE/docker-compose.yml:1650-1685
sub:monolith-stub,svc:api-monolith,implements,ENV2_COMPOSE/substitutes/monolith-stub/CONTRACT.md,,behavioural_placeholder,confirmed,
